,date,open,high,low,close,adj_close,volume
0,1965-01-04,0.0,85.1500015258789,83.7699966430664,84.2300033569336,84.2300033569336,3930000
1,1965-01-05,0.0,85.0199966430664,84.0199966430664,84.62999725341797,84.62999725341797,4110000
2,1965-01-06,0.0,85.37999725341797,84.44999694824219,84.88999938964844,84.88999938964844,4850000
3,1965-01-07,0.0,85.62000274658203,84.66000366210938,85.26000213623047,85.26000213623047,5080000
4,1965-01-08,0.0,85.83999633789062,84.91000366210938,85.37000274658203,85.37000274658203,5340000
5,1965-01-11,0.0,85.80999755859375,84.9000015258789,85.4000015258789,85.4000015258789,5440000
6,1965-01-12,0.0,85.9800033569336,85.12999725341797,85.61000061035156,85.61000061035156,5400000
7,1965-01-13,0.0,86.2699966430664,85.3499984741211,85.83999633789062,85.83999633789062,6160000
8,1965-01-14,0.0,86.37999725341797,85.41000366210938,85.83999633789062,85.83999633789062,5810000
9,1965-01-15,0.0,86.5199966430664,85.5999984741211,86.20999908447266,86.20999908447266,5340000
10,1965-01-18,0.0,87.1500015258789,85.98999786376953,86.48999786376953,86.48999786376953,5550000
11,1965-01-19,0.0,87.08999633789062,86.1500015258789,86.62999725341797,86.62999725341797,5550000
12,1965-01-20,0.0,87.0999984741211,86.26000213623047,86.5999984741211,86.5999984741211,5550000
13,1965-01-21,0.0,86.9000015258789,86.0199966430664,86.5199966430664,86.5199966430664,4780000
14,1965-01-22,0.0,87.1500015258789,86.19999694824219,86.73999786376953,86.73999786376953,5430000
15,1965-01-25,0.0,87.2699966430664,86.38999938964844,86.86000061035156,86.86000061035156,5370000
16,1965-01-26,0.0,87.44999694824219,86.51000213623047,86.94000244140625,86.94000244140625,5760000
17,1965-01-27,0.0,87.66999816894531,86.69999694824219,87.2300033569336,87.2300033569336,6010000
18,1965-01-28,0.0,87.87999725341797,86.88999938964844,87.4800033569336,87.4800033569336,6730000
19,1965-01-29,0.0,88.19000244140625,87.18000030517578,87.55999755859375,87.55999755859375,6940000
20,1965-02-01,0.0,88.01000213623047,87.05000305175781,87.58000183105469,87.58000183105469,5690000
21,1965-02-02,0.0,87.94000244140625,87.02999877929688,87.55000305175781,87.55000305175781,5460000
22,1965-02-03,0.0,88.01000213623047,87.06999969482422,87.62999725341797,87.62999725341797,6130000
23,1965-02-04,0.0,88.05999755859375,87.05999755859375,87.56999969482422,87.56999969482422,6230000
24,1965-02-05,0.0,87.9800033569336,86.9000015258789,87.29000091552734,87.29000091552734,5690000
25,1965-02-08,0.0,87.0,85.94999694824219,86.94999694824219,86.94999694824219,6010000
26,1965-02-09,0.0,87.63999938964844,86.69999694824219,87.23999786376953,87.23999786376953,5690000
27,1965-02-10,0.0,87.69999694824219,86.19999694824219,86.45999908447266,86.45999908447266,7210000
28,1965-02-11,0.0,86.88999938964844,85.4000015258789,85.54000091552734,85.54000091552734,5800000
29,1965-02-12,0.0,86.4800033569336,85.54000091552734,86.16999816894531,86.16999816894531,4960000
30,1965-02-15,0.0,86.86000061035156,85.75,86.06999969482422,86.06999969482422,5760000
