,date,open,high,low,close,adj_close,volume
0,1985-12-09,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,780288
1,1985-12-10,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,117888
2,1985-12-11,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1632384
3,1985-12-12,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1357248
4,1985-12-13,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,663936
5,1985-12-16,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1421952
6,1985-12-17,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1559040
7,1985-12-18,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1308672
8,1985-12-19,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1309056
9,1985-12-20,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1352640
10,1985-12-23,0.0,0.1302080005407333,0.0813800022006034,0.0813800022006034,0.0665846690535545,713472
11,1985-12-24,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1560960
12,1985-12-26,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,652032
13,1985-12-27,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,878592
14,1985-12-30,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,893952
15,1985-12-31,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,160704
16,1986-01-02,0.0,0.1139319986104965,0.0813800022006034,0.0813800022006034,0.0665846690535545,1137984
17,1986-01-03,0.0,0.1302080005407333,0.0976559966802597,0.0976559966802597,0.079901598393917,839424
18,1986-01-06,0.0,0.1302080005407333,0.0976559966802597,0.0976559966802597,0.079901598393917,1544640
19,1986-01-07,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,980160
20,1986-01-08,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,907392
21,1986-01-09,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1655616
22,1986-01-10,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,798336
23,1986-01-13,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1286592
24,1986-01-14,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,490560
25,1986-01-15,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1770816
26,1986-01-16,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1089216
27,1986-01-17,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1106688
28,1986-01-20,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1148352
29,1986-01-21,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1253760
30,1986-01-22,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1648512
31,1986-01-23,0.0,0.1302080005407333,0.0976559966802597,0.0976559966802597,0.079901598393917,1458816
32,1986-01-24,0.0,0.1302080005407333,0.0976559966802597,0.0976559966802597,0.079901598393917,1523904
33,1986-01-27,0.0,0.1302080005407333,0.1139319986104965,0.1139319986104965,0.0932185351848602,479424
34,1986-01-28,0.0,0.1302080005407333,0.1139319986104965,0.1139319986104965,0.0932185351848602,436608
35,1986-01-29,0.0,0.1302080005407333,0.1139319986104965,0.1139319986104965,0.0932185351848602,832320
36,1986-01-30,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1154880
37,1986-01-31,0.0,0.1302080005407333,0.1139319986104965,0.1139319986104965,0.0932185351848602,795456
38,1986-02-03,0.0,0.1302080005407333,0.0976559966802597,0.0976559966802597,0.079901598393917,826368
39,1986-02-04,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,632256
40,1986-02-05,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,892416
41,1986-02-06,0.0,0.1302080005407333,0.1139319986104965,0.1139319986104965,0.0932185351848602,941952
42,1986-02-07,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,1915584
43,1986-02-10,0.0,0.1464840024709701,0.1139319986104965,0.1139319986104965,0.0932185351848602,753024
44,1986-02-11,0.0,0.1464840024709701,0.1302080005407333,0.1302080005407333,0.1065354719758033,1779456
45,1986-02-12,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,336384
46,1986-02-13,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1490112
47,1986-02-14,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1308864
48,1986-02-18,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1521984
49,1986-02-19,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1708032
50,1986-02-20,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1345728
51,1986-02-21,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1790592
52,1986-02-24,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1648128
53,1986-02-25,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1556736
54,1986-02-26,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1455744
55,1986-02-27,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1008000
56,1986-02-28,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,748224
57,1986-03-03,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,619776
58,1986-03-04,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,972288
59,1986-03-05,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,1049664
60,1986-03-06,0.0,0.1627600044012069,0.1139319986104965,0.1139319986104965,0.0932185351848602,1028352
61,1986-03-07,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,726528
62,1986-03-10,0.0,0.1627600044012069,0.1302080005407333,0.1302080005407333,0.1065354719758033,286272
63,1986-03-11,0.0,0.1790360063314438,0.1464840024709701,0.1464840024709701,0.1198524087667465,3558336
64,1986-03-12,0.0,0.1790360063314438,0.1464840024709701,0.1464840024709701,0.1198524087667465,2096064
65,1986-03-13,0.0,0.1790360063314438,0.1464840024709701,0.1464840024709701,0.1198524087667465,1322112
66,1986-03-14,0.0,0.1790360063314438,0.1464840024709701,0.1464840024709701,0.1198524087667465,1479744
67,1986-03-17,0.0,0.1953130066394806,0.1627600044012069,0.1627600044012069,0.133169338107109,2570688
68,1986-03-18,0.0,0.1953130066394806,0.1790360063314438,0.1790360063314438,0.1464862823486328,1608960
69,1986-03-19,0.0,0.1953130066394806,0.1627600044012069,0.1627600044012069,0.133169338107109,1327488
